epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4535.1,0.50928,0.26411,0.95171,0.99144,0.98114,0.99454,0.80085,0.82963,0.3394,1.2934,0.0008186,0.0008186,0.0008186
181,4560.3,0.52456,0.27245,0.96516,0.97848,0.99153,0.99454,0.80401,0.82513,0.32699,1.32003,0.000812,0.000812,0.000812
182,4585.61,0.5215,0.27415,0.96553,0.98251,0.98305,0.99445,0.80174,0.8209,0.31936,1.32059,0.0008054,0.0008054,0.0008054
183,4610.59,0.51982,0.27749,0.95872,0.99566,0.97126,0.99427,0.81292,0.79384,0.3364,1.27006,0.0007988,0.0007988,0.0007988
184,4635.77,0.50869,0.26743,0.94437,0.98723,0.98266,0.99466,0.81223,0.77673,0.31606,1.25789,0.0007922,0.0007922,0.0007922
185,4660.92,0.52304,0.27008,0.95569,0.99428,0.97458,0.99446,0.81084,0.79316,0.32303,1.26427,0.0007856,0.0007856,0.0007856
186,4686.13,0.49802,0.26048,0.94352,0.97844,0.99153,0.99458,0.80904,0.79276,0.31291,1.28017,0.000779,0.000779,0.000779
187,4711.25,0.51354,0.2662,0.95229,1,0.97432,0.99403,0.81065,0.80642,0.32692,1.28183,0.0007724,0.0007724,0.0007724
188,4736.38,0.51388,0.26501,0.95563,0.99141,0.97834,0.99389,0.80288,0.80673,0.32632,1.28763,0.0007658,0.0007658,0.0007658
189,4761.45,0.50633,0.26743,0.95944,0.99379,0.97881,0.99442,0.80891,0.79973,0.32036,1.28074,0.0007592,0.0007592,0.0007592
190,4786.88,0.51703,0.26829,0.95777,0.99572,0.98615,0.99459,0.80483,0.81537,0.32296,1.30159,0.0007526,0.0007526,0.0007526
191,4812.16,0.50839,0.26481,0.95377,0.99569,0.97805,0.99438,0.81787,0.79055,0.31886,1.27504,0.000746,0.000746,0.000746
192,4837.4,0.51752,0.26474,0.95845,0.99101,0.98305,0.99475,0.80337,0.80944,0.32254,1.29475,0.0007394,0.0007394,0.0007394
193,4862.42,0.49046,0.25508,0.94516,0.98269,0.99576,0.99475,0.79771,0.85631,0.32603,1.36603,0.0007328,0.0007328,0.0007328
194,4887.73,0.50533,0.26874,0.95308,0.99427,0.97881,0.99462,0.8106,0.80981,0.31943,1.31479,0.0007262,0.0007262,0.0007262
195,4912.81,0.49964,0.2654,0.9612,0.99569,0.97894,0.99459,0.79642,0.85177,0.32812,1.37179,0.0007196,0.0007196,0.0007196
196,4938.18,0.49958,0.26102,0.94501,0.99893,0.98305,0.99479,0.80456,0.83705,0.3316,1.34645,0.000713,0.000713,0.000713
197,4963.32,0.50082,0.26854,0.95607,0.98313,0.9875,0.99457,0.80851,0.80088,0.31816,1.29181,0.0007064,0.0007064,0.0007064
198,4988.43,0.49098,0.26842,0.9472,0.98732,0.98998,0.99474,0.80992,0.81103,0.31759,1.28924,0.0006998,0.0006998,0.0006998
199,5013.39,0.48757,0.25666,0.94102,0.99084,0.98729,0.99458,0.8049,0.80938,0.31972,1.29671,0.0006932,0.0006932,0.0006932
200,5038.28,0.50923,0.26381,0.95629,0.99041,0.98729,0.99408,0.80088,0.80459,0.32944,1.27662,0.0006866,0.0006866,0.0006866
201,5063.56,0.49676,0.26257,0.94292,0.98687,0.98729,0.99458,0.78984,0.83118,0.32217,1.33535,0.00068,0.00068,0.00068
202,5088.75,0.49354,0.26088,0.94657,0.99568,0.97716,0.99438,0.80339,0.82368,0.33323,1.31042,0.0006734,0.0006734,0.0006734
203,5113.75,0.49338,0.25987,0.93985,0.97106,0.99538,0.99433,0.80081,0.81291,0.31931,1.29905,0.0006668,0.0006668,0.0006668
204,5138.85,0.48111,0.24638,0.94794,0.99483,0.97881,0.99463,0.80421,0.81215,0.31333,1.28736,0.0006602,0.0006602,0.0006602
205,5164.32,0.48348,0.25252,0.94213,0.9959,0.97458,0.99422,0.8108,0.81526,0.3419,1.30382,0.0006536,0.0006536,0.0006536
206,5189.53,0.48667,0.25462,0.94706,0.99567,0.97529,0.9943,0.80894,0.80693,0.32027,1.30782,0.000647,0.000647,0.000647
207,5214.91,0.49755,0.25506,0.95075,0.9991,0.97881,0.99462,0.79932,0.8316,0.32251,1.33812,0.0006404,0.0006404,0.0006404
208,5240,0.48506,0.25304,0.94013,0.99797,0.97881,0.99454,0.81896,0.78732,0.31927,1.28432,0.0006338,0.0006338,0.0006338
209,5265.27,0.47369,0.24848,0.93648,0.9957,0.98203,0.99475,0.8124,0.80566,0.30974,1.30221,0.0006272,0.0006272,0.0006272
210,5290.41,0.48494,0.25121,0.93607,0.9957,0.98218,0.99475,0.81053,0.79934,0.31123,1.31244,0.0006206,0.0006206,0.0006206
211,5315.48,0.48997,0.2547,0.95006,0.98214,0.99153,0.9947,0.82492,0.76443,0.29584,1.25321,0.000614,0.000614,0.000614
212,5341.02,0.47363,0.25028,0.93655,0.99567,0.97433,0.99425,0.81286,0.79604,0.3238,1.29461,0.0006074,0.0006074,0.0006074
213,5366.2,0.47274,0.25517,0.93631,0.97907,0.99122,0.99445,0.80738,0.82239,0.31503,1.34083,0.0006008,0.0006008,0.0006008
214,5391.39,0.47639,0.24659,0.93788,0.99568,0.9775,0.99324,0.79923,0.82917,0.33967,1.35479,0.0005942,0.0005942,0.0005942
215,5416.55,0.48089,0.25252,0.94283,0.98661,0.98729,0.99441,0.80086,0.81744,0.32726,1.32498,0.0005876,0.0005876,0.0005876
216,5441.59,0.4572,0.24285,0.92464,0.99863,0.97458,0.99342,0.79973,0.82753,0.33799,1.34011,0.000581,0.000581,0.000581
217,5466.8,0.46291,0.25231,0.92112,0.99867,0.97458,0.99118,0.80996,0.79669,0.33251,1.30292,0.0005744,0.0005744,0.0005744
218,5492.04,0.46305,0.24663,0.92468,0.99818,0.97458,0.9932,0.78976,0.82362,0.31781,1.34538,0.0005678,0.0005678,0.0005678
219,5517.18,0.45471,0.24189,0.92982,0.99898,0.97458,0.99278,0.80162,0.7944,0.316,1.31107,0.0005612,0.0005612,0.0005612
220,5542.71,0.46143,0.24359,0.92776,0.99029,0.98729,0.99435,0.80881,0.81989,0.32865,1.32378,0.0005546,0.0005546,0.0005546
221,5567.74,0.45869,0.24319,0.93804,0.99092,0.97881,0.99454,0.81441,0.80983,0.33077,1.32266,0.000548,0.000548,0.000548
222,5593.01,0.47304,0.24774,0.93461,0.99044,0.97881,0.99382,0.80759,0.81314,0.32548,1.32636,0.0005414,0.0005414,0.0005414
223,5618.38,0.46791,0.25054,0.94059,0.97437,0.99153,0.99445,0.80528,0.81328,0.32746,1.32671,0.0005348,0.0005348,0.0005348
224,5643.29,0.45757,0.24142,0.93898,0.99984,0.97458,0.99462,0.813,0.79332,0.32039,1.29133,0.0005282,0.0005282,0.0005282
225,5668.6,0.46354,0.23758,0.9237,0.98319,0.99141,0.9947,0.8072,0.79387,0.3131,1.29754,0.0005216,0.0005216,0.0005216
226,5693.81,0.46554,0.24302,0.92815,1,0.97726,0.99466,0.80334,0.80492,0.31487,1.29636,0.000515,0.000515,0.000515
227,5718.84,0.46787,0.25152,0.93347,1,0.97423,0.99454,0.80804,0.79605,0.31271,1.29022,0.0005084,0.0005084,0.0005084
228,5744.09,0.46439,0.24756,0.93275,0.99921,0.98305,0.99471,0.80185,0.81469,0.31482,1.33443,0.0005018,0.0005018,0.0005018
229,5769.04,0.45516,0.23932,0.92597,0.99954,0.97034,0.9945,0.80325,0.80029,0.31291,1.32116,0.0004952,0.0004952,0.0004952
230,5794.27,0.46321,0.24363,0.93174,0.99885,0.97458,0.9945,0.80311,0.80792,0.31721,1.33049,0.0004886,0.0004886,0.0004886
231,5819.28,0.44499,0.23542,0.9232,0.99567,0.9745,0.99433,0.79896,0.82928,0.32795,1.35495,0.000482,0.000482,0.000482
232,5844.46,0.448,0.23689,0.92343,0.99485,0.97458,0.99429,0.80083,0.807,0.32053,1.32382,0.0004754,0.0004754,0.0004754
233,5869.57,0.43652,0.235,0.91527,1,0.97432,0.99446,0.8145,0.77941,0.31776,1.28619,0.0004688,0.0004688,0.0004688
234,5894.8,0.44644,0.23369,0.93327,0.99991,0.97458,0.99438,0.79881,0.80892,0.31472,1.32286,0.0004622,0.0004622,0.0004622
235,5919.9,0.44156,0.23581,0.91398,0.99566,0.97256,0.9945,0.80328,0.80177,0.32152,1.31265,0.0004556,0.0004556,0.0004556
236,5945,0.44321,0.23486,0.92087,0.9831,0.98602,0.99454,0.80695,0.78421,0.31595,1.29259,0.000449,0.000449,0.000449
237,5970.18,0.45184,0.23651,0.9245,1,0.97389,0.99384,0.80162,0.80261,0.31926,1.32871,0.0004424,0.0004424,0.0004424
238,5995.47,0.43707,0.23227,0.91579,1,0.98161,0.99483,0.8079,0.78175,0.30635,1.31196,0.0004358,0.0004358,0.0004358
239,6020.51,0.44479,0.23597,0.92024,0.99742,0.97881,0.99454,0.81404,0.76506,0.31025,1.29126,0.0004292,0.0004292,0.0004292
240,6045.55,0.45137,0.23908,0.92708,0.98602,0.98305,0.99438,0.8052,0.78539,0.31159,1.32313,0.0004226,0.0004226,0.0004226
241,6070.91,0.44286,0.23516,0.92273,1,0.97456,0.99438,0.7997,0.79201,0.30893,1.33787,0.000416,0.000416,0.000416
242,6096.16,0.42778,0.22717,0.91312,1,0.97791,0.9941,0.80925,0.80124,0.31809,1.33697,0.0004094,0.0004094,0.0004094
243,6121.29,0.43375,0.23404,0.9191,0.99909,0.97458,0.99442,0.80469,0.79701,0.31279,1.32792,0.0004028,0.0004028,0.0004028
244,6146.42,0.43159,0.22565,0.92643,0.98319,0.99117,0.99466,0.8003,0.79999,0.30135,1.33449,0.0003962,0.0003962,0.0003962
245,6171.46,0.43517,0.22881,0.92347,0.99862,0.97458,0.9945,0.80728,0.79496,0.30793,1.31497,0.0003896,0.0003896,0.0003896
246,6196.51,0.43773,0.22799,0.91581,0.98318,0.99063,0.99466,0.80904,0.80119,0.30315,1.33186,0.000383,0.000383,0.000383
247,6221.78,0.42502,0.22716,0.91988,0.9912,0.97881,0.99442,0.80085,0.80669,0.31502,1.33674,0.0003764,0.0003764,0.0003764
248,6246.93,0.4289,0.22437,0.91311,0.98636,0.97458,0.99406,0.79878,0.80112,0.32356,1.32388,0.0003698,0.0003698,0.0003698
249,6271.93,0.43047,0.22881,0.91619,1,0.97321,0.99422,0.80822,0.78824,0.32129,1.3002,0.0003632,0.0003632,0.0003632
250,6297.1,0.42361,0.22445,0.91258,0.99856,0.97034,0.99388,0.80855,0.8017,0.32781,1.33261,0.0003566,0.0003566,0.0003566
251,6322.15,0.42833,0.22757,0.92289,0.99145,0.98242,0.99466,0.80904,0.78634,0.30983,1.3109,0.00035,0.00035,0.00035
252,6347.27,0.41137,0.21945,0.9046,0.99093,0.98305,0.99463,0.80703,0.77914,0.31095,1.3045,0.0003434,0.0003434,0.0003434
253,6372.49,0.43188,0.22806,0.9254,0.9941,0.97881,0.99442,0.81726,0.76942,0.31584,1.29844,0.0003368,0.0003368,0.0003368
254,6397.7,0.43169,0.23332,0.92739,1,0.97303,0.99434,0.80537,0.79105,0.31837,1.31822,0.0003302,0.0003302,0.0003302
255,6422.94,0.43569,0.22795,0.93055,0.97887,0.98729,0.99446,0.80362,0.79959,0.31723,1.33357,0.0003236,0.0003236,0.0003236
256,6448.26,0.42455,0.22259,0.91404,0.99044,0.97881,0.99432,0.80996,0.79001,0.31059,1.31631,0.000317,0.000317,0.000317
257,6473.29,0.40845,0.21926,0.90815,0.99111,0.97881,0.9945,0.81086,0.78724,0.30982,1.32467,0.0003104,0.0003104,0.0003104
258,6498.55,0.41822,0.21989,0.91609,0.99569,0.97807,0.99437,0.80842,0.79056,0.3088,1.33772,0.0003038,0.0003038,0.0003038
259,6523.77,0.42672,0.2282,0.92137,0.99568,0.97774,0.99433,0.80457,0.81382,0.31607,1.37588,0.0002972,0.0002972,0.0002972
260,6548.92,0.4228,0.22439,0.91904,0.99145,0.98242,0.99458,0.81097,0.80363,0.30838,1.34805,0.0002906,0.0002906,0.0002906
261,6574.17,0.41051,0.21711,0.90893,0.99903,0.97881,0.99462,0.81588,0.77848,0.2987,1.30727,0.000284,0.000284,0.000284
262,6599.29,0.40526,0.22102,0.90657,0.99972,0.97881,0.99458,0.81107,0.78952,0.30409,1.33642,0.0002774,0.0002774,0.0002774
263,6624.48,0.40681,0.22226,0.90809,0.99141,0.97837,0.99462,0.81023,0.78243,0.30518,1.32684,0.0002708,0.0002708,0.0002708
264,6649.57,0.39765,0.21112,0.90648,0.99941,0.97458,0.99446,0.80612,0.78948,0.30979,1.3357,0.0002642,0.0002642,0.0002642
265,6674.61,0.41901,0.21774,0.91038,1,0.97313,0.99381,0.80541,0.80987,0.31965,1.35916,0.0002576,0.0002576,0.0002576
266,6699.83,0.408,0.2147,0.90865,0.98304,0.98227,0.99426,0.80606,0.80323,0.31959,1.34752,0.000251,0.000251,0.000251
267,6725.26,0.4107,0.22003,0.91681,0.9955,0.97881,0.99449,0.80427,0.8095,0.30806,1.36511,0.0002444,0.0002444,0.0002444
268,6750.32,0.42337,0.22397,0.92447,0.98728,0.9863,0.99453,0.80461,0.79947,0.3053,1.34919,0.0002378,0.0002378,0.0002378
269,6775.34,0.40487,0.21315,0.90421,0.98631,0.98729,0.99462,0.80934,0.79241,0.30877,1.33532,0.0002312,0.0002312,0.0002312
270,6800.42,0.40474,0.2148,0.90694,0.98208,0.98729,0.99446,0.81483,0.76673,0.30398,1.30596,0.0002246,0.0002246,0.0002246
271,6825.64,0.39829,0.21202,0.90271,0.98548,0.98729,0.99453,0.80689,0.80372,0.30591,1.35909,0.000218,0.000218,0.000218
272,6850.7,0.4052,0.21444,0.90476,0.99054,0.98305,0.99466,0.81015,0.79917,0.30773,1.34941,0.0002114,0.0002114,0.0002114
273,6875.76,0.3973,0.21306,0.90967,0.98675,0.98729,0.99454,0.80459,0.80616,0.30976,1.3575,0.0002048,0.0002048,0.0002048
274,6900.92,0.4059,0.2167,0.90376,0.98311,0.9868,0.99454,0.80118,0.8077,0.30622,1.36899,0.0001982,0.0001982,0.0001982
275,6926.05,0.40644,0.21657,0.9024,0.99149,0.98725,0.9945,0.79777,0.8116,0.29968,1.3719,0.0001916,0.0001916,0.0001916
276,6951.13,0.40879,0.21851,0.91014,0.99148,0.98615,0.99466,0.80384,0.79124,0.30221,1.34889,0.000185,0.000185,0.000185
277,6976.22,0.39007,0.2109,0.89712,0.98621,0.98729,0.99475,0.79936,0.80367,0.29762,1.36503,0.0001784,0.0001784,0.0001784
278,7001.67,0.38805,0.20335,0.8968,1,0.97782,0.99427,0.80277,0.7951,0.30846,1.35086,0.0001718,0.0001718,0.0001718
279,7026.75,0.39423,0.21148,0.90164,1,0.9743,0.99412,0.80016,0.80158,0.30416,1.36128,0.0001652,0.0001652,0.0001652
280,7052.12,0.39428,0.21003,0.90316,0.9957,0.98119,0.99451,0.80399,0.78627,0.3007,1.33654,0.0001586,0.0001586,0.0001586
281,7077.03,0.39461,0.21211,0.90461,1,0.9733,0.99405,0.7997,0.79979,0.30565,1.35664,0.000152,0.000152,0.000152
282,7102.17,0.38389,0.20442,0.90275,0.9827,0.98729,0.9943,0.80058,0.80426,0.3077,1.35822,0.0001454,0.0001454,0.0001454
283,7127.38,0.39106,0.20852,0.90327,0.98514,0.98729,0.99441,0.79631,0.80152,0.31173,1.36427,0.0001388,0.0001388,0.0001388
284,7152.45,0.38991,0.20661,0.90931,0.98646,0.98729,0.99453,0.80029,0.79714,0.30654,1.36347,0.0001322,0.0001322,0.0001322
285,7177.53,0.39392,0.21228,0.91516,0.97834,0.99153,0.99449,0.80155,0.80592,0.30275,1.3802,0.0001256,0.0001256,0.0001256
286,7202.68,0.39391,0.20982,0.90685,0.98316,0.98966,0.99453,0.80397,0.80279,0.30364,1.37278,0.000119,0.000119,0.000119
287,7227.84,0.4037,0.21183,0.91248,0.97907,0.9911,0.99449,0.80677,0.79401,0.30053,1.35794,0.0001124,0.0001124,0.0001124
288,7253.02,0.38347,0.20197,0.89732,0.97907,0.99109,0.99454,0.80387,0.8027,0.30727,1.37053,0.0001058,0.0001058,0.0001058
289,7278.3,0.38274,0.20316,0.89866,0.98186,0.99153,0.9947,0.8093,0.79508,0.3075,1.35672,9.92e-05,9.92e-05,9.92e-05
290,7303.52,0.38794,0.20571,0.90572,0.98734,0.99146,0.9947,0.80713,0.78893,0.30312,1.35045,9.26e-05,9.26e-05,9.26e-05
291,7344.16,0.33617,0.1737,0.8668,0.9826,0.98729,0.99437,0.80094,0.81083,0.31077,1.365,8.6e-05,8.6e-05,8.6e-05
292,7369.12,0.33182,0.17564,0.87098,0.98955,0.98305,0.9941,0.80401,0.80423,0.3122,1.35554,7.94e-05,7.94e-05,7.94e-05
293,7394.3,0.32488,0.16531,0.86139,0.99145,0.98281,0.99407,0.80663,0.79649,0.31165,1.34634,7.28e-05,7.28e-05,7.28e-05
294,7419.3,0.32267,0.16635,0.8523,0.99039,0.98305,0.99426,0.80545,0.80477,0.31009,1.35905,6.62e-05,6.62e-05,6.62e-05
295,7444.12,0.31943,0.16766,0.85479,0.99134,0.98729,0.99445,0.80544,0.80451,0.30813,1.35755,5.96e-05,5.96e-05,5.96e-05
296,7468.97,0.32219,0.16694,0.84506,0.99148,0.98651,0.99449,0.81222,0.79085,0.30467,1.34555,5.3e-05,5.3e-05,5.3e-05
297,7494.12,0.31507,0.16429,0.8492,0.99074,0.98305,0.99454,0.81251,0.79838,0.30457,1.35967,4.64e-05,4.64e-05,4.64e-05
298,7519.08,0.31306,0.16076,0.84556,0.99112,0.98305,0.99449,0.81297,0.79712,0.30851,1.35807,3.98e-05,3.98e-05,3.98e-05
299,7543.97,0.30678,0.16173,0.85266,0.99145,0.98304,0.99453,0.81268,0.79543,0.30944,1.35392,3.32e-05,3.32e-05,3.32e-05
300,7568.55,0.31465,0.16375,0.86121,0.99145,0.98277,0.99445,0.81191,0.7943,0.30796,1.35164,2.66e-05,2.66e-05,2.66e-05
